Date,Close,High,Low,Open,Volume,return_1d,logret_1d,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,BB_MA_20,BB_UP_20,BB_LO_20,BB_WIDTH_20,BB_%B,ATR_14,HL_spread,OC_spread,vol_20,vol_zscore_20,next_return_1d,target_up,return_1d_lag1,return_1d_lag2,return_1d_lag3,logret_1d_lag1,logret_1d_lag2,logret_1d_lag3,SMA_20_lag1,SMA_20_lag2,SMA_20_lag3,EMA_12_lag1,EMA_12_lag2,EMA_12_lag3,EMA_26_lag1,EMA_26_lag2,EMA_26_lag3,RSI_14_lag1,RSI_14_lag2,RSI_14_lag3,MACD_lag1,MACD_lag2,MACD_lag3,MACD_signal_lag1,MACD_signal_lag2,MACD_signal_lag3,MACD_hist_lag1,MACD_hist_lag2,MACD_hist_lag3,BB_MA_20_lag1,BB_MA_20_lag2,BB_MA_20_lag3,BB_UP_20_lag1,BB_UP_20_lag2,BB_UP_20_lag3,BB_LO_20_lag1,BB_LO_20_lag2,BB_LO_20_lag3,BB_WIDTH_20_lag1,BB_WIDTH_20_lag2,BB_WIDTH_20_lag3,BB_%B_lag1,BB_%B_lag2,BB_%B_lag3,ATR_14_lag1,ATR_14_lag2,ATR_14_lag3,HL_spread_lag1,HL_spread_lag2,HL_spread_lag3,OC_spread_lag1,OC_spread_lag2,OC_spread_lag3,vol_20_lag1,vol_20_lag2,vol_20_lag3,Target,future_logret_5,direction_5,regime_trend_meanrev,is_breakout_20,regime_label_enc,regime_label_int,regime_label_str,regime_conf,direction_label,direction_prob_up,direction_prob_down,prediction,position,strategy_return_gross,tc,strategy_return,cumulative_strategy_return,cumulative_market_return
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716.0,0.0121057733194935,0.0120330844939429,9027.480322265625,9281.904717364336,8908.310652725635,78.7279718895,373.59406463870073,351.214007623375,22.380057015325747,9027.480322265625,9885.834365397655,8169.126279133592,0.1901646998919431,0.9091094118833456,284.1265345982143,284.80078125,111.98046875,0.0223718544905329,1.7980485543696871,0.0067978365036462,1,0.0471040938354734,-0.0121115116524175,-0.0054411133046214,0.0460283479927525,-0.0121854536490776,-0.0054559700777158,8987.442138671875,8942.96025390625,8924.262646484374,9200.468891828306,9125.386176138,9115.281318958543,8842.591364318685,8780.92476721418,8748.921717341313,68.94564318991374,60.39007985372589,65.36410527458318,357.87752750962136,344.4614089238203,366.35960161723233,345.61899336954355,342.55435983452406,342.07759756219997,12.258534140077812,1.9070490892962084,24.28200405503236,8987.442138671875,8942.96025390625,8924.262646484374,9780.044747419615,9685.945470953957,9660.822703671223,8194.839529924135,8199.975036858546,8187.702589297524,0.1763800192575966,0.1661609122601593,0.1650691124553601,0.8948900007042209,0.6601664684961478,0.7506644463595676,289.0771484375,261.8379603794643,261.3187779017857,537.595703125,218.4541015625,291.73828125,430.0078125,111.87890625,51.162109375,0.0227183123922235,0.0206407917346318,0.0203965148483929,1,0.0480013559357967,1,0,1,1,0,neutral,0.95128006,UP,0.87649643,0.123503566,0.0,0.0,0.0,-0.0,0.0,1.0,1.0067978365036463
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159.0,0.0067978365036462,0.006774835392772,9070.137060546876,9360.987585365976,8974.061223588551,78.97646674765734,386.926361777425,358.356478454185,28.569883323239992,9070.137060546876,9993.134419537551,8147.139701556195,0.203524456759428,0.8931789683676957,274.18994140625,108.7138671875,69.9404296875,0.0223656766263909,1.113017134428535,0.0070616763196977,1,0.0121057733194935,0.0471040938354734,-0.0121115116524175,0.0120330844939429,0.0460283479927525,-0.0121854536490776,9027.480322265625,8987.442138671875,8942.96025390625,9281.904717364336,9200.468891828306,9125.386176138,8908.310652725635,8842.591364318685,8780.92476721418,78.7279718895,68.94564318991374,60.39007985372589,373.59406463870073,357.87752750962136,344.4614089238203,351.214007623375,345.61899336954355,342.55435983452406,22.380057015325747,12.258534140077812,1.9070490892962084,9027.480322265625,8987.442138671875,8942.96025390625,9885.834365397655,9780.044747419615,9685.945470953957,8169.126279133592,8194.839529924135,8199.975036858546,0.1901646998919431,0.1763800192575966,0.1661609122601593,0.9091094118833456,0.8948900007042209,0.6601664684961478,284.1265345982143,289.0771484375,261.8379603794643,284.80078125,537.595703125,218.4541015625,111.98046875,430.0078125,111.87890625,0.0223718544905329,0.0227183123922235,0.0206407917346318,1,0.0527019254830766,1,0,0,1,0,neutral,0.9614855,UP,0.92349464,0.07650536,0.0,0.0,0.0,-0.0,0.0,1.0,1.013907516944407
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762.0,0.0070616763196977,0.00703685944746,9128.08076171875,9438.546286175057,9040.0655137394,82.24177451033995,398.48077243565785,366.3813372504796,32.099435185178265,9128.08076171875,10099.143045312445,8157.018478125053,0.2127637361987696,0.879501084203697,276.73311941964283,197.8388671875,72.048828125,0.0211216866934062,1.2200542928530993,0.0254994069421916,1,0.0067978365036462,0.0121057733194935,0.0471040938354734,0.006774835392772,0.0120330844939429,0.0460283479927525,9070.137060546876,9027.480322265625,8987.442138671875,9360.987585365976,9281.904717364336,9200.468891828306,8974.061223588551,8908.310652725635,8842.591364318685,78.97646674765734,78.7279718895,68.94564318991374,386.926361777425,373.59406463870073,357.87752750962136,358.356478454185,351.214007623375,345.61899336954355,28.569883323239992,22.380057015325747,12.258534140077812,9070.137060546876,9027.480322265625,8987.442138671875,9993.134419537551,9885.834365397655,9780.044747419615,8147.139701556195,8169.126279133592,8194.839529924135,0.203524456759428,0.1901646998919431,0.1763800192575966,0.8931789683676957,0.9091094118833456,0.8948900007042209,274.18994140625,284.1265345982143,289.0771484375,108.7138671875,284.80078125,537.595703125,69.9404296875,111.98046875,430.0078125,0.0223656766263909,0.0223718544905329,0.0227183123922235,1,0.0347913033934329,1,1,0,2,1,trend,0.9906376,UP,0.9211025,0.078897476,1.0,0.0,0.0,-0.0,0.0,1.0,1.0397615573207195
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663.0,0.0254994069421916,0.0251797202192501,9201.03232421875,9542.873600321202,9119.814277767962,82.41274516991116,423.0593225532393,377.71693431103154,45.34238824220779,9201.03232421875,10240.124525221365,8161.940123216135,0.2258642648754833,0.9405968512817025,276.88595145089283,279.04296875,252.779296875,0.0213301372486987,1.2103787339373315,-0.0257063244716865,0,0.0070616763196977,0.0067978365036462,0.0121057733194935,0.00703685944746,0.006774835392772,0.0120330844939429,9128.08076171875,9070.137060546876,9027.480322265625,9438.546286175057,9360.987585365976,9281.904717364336,9040.0655137394,8974.061223588551,8908.310652725635,82.24177451033995,78.97646674765734,78.7279718895,398.48077243565785,386.926361777425,373.59406463870073,366.3813372504796,358.356478454185,351.214007623375,32.099435185178265,28.569883323239992,22.380057015325747,9128.08076171875,9070.137060546876,9027.480322265625,10099.143045312445,9993.134419537551,9885.834365397655,8157.018478125053,8147.139701556195,8169.126279133592,0.2127637361987696,0.203524456759428,0.1901646998919431,0.879501084203697,0.8931789683676957,0.9091094118833456,276.73311941964283,274.18994140625,284.1265345982143,197.8388671875,108.7138671875,284.80078125,72.048828125,69.9404296875,111.98046875,0.0211216866934062,0.0223656766263909,0.0223718544905329,0,0.0191345983348823,1,1,0,2,1,trend,0.9971547,UP,0.8846691,0.115330875,1.0,0.0,-0.0,-0.0,-0.0,1.0,1.013033109355047
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075.0,-0.0257063244716865,-0.0260425058699563,9256.5681640625,9591.140943060249,9174.391837053668,70.65798114453034,416.7491060065786,385.523368650141,31.225737356437605,9256.5681640625,10311.839013805518,8201.297314319483,0.2280047704590948,0.7843076562801974,276.9077845982143,381.2021484375,258.9482421875,0.0226106618015308,1.66208328911393,0.035674025108068,1,0.0254994069421916,0.0070616763196977,0.0067978365036462,0.0251797202192501,0.00703685944746,0.006774835392772,9201.03232421875,9128.08076171875,9070.137060546876,9542.873600321202,9438.546286175057,9360.987585365976,9119.814277767962,9040.0655137394,8974.061223588551,82.41274516991116,82.24177451033995,78.97646674765734,423.0593225532393,398.48077243565785,386.926361777425,377.71693431103154,366.3813372504796,358.356478454185,45.34238824220779,32.099435185178265,28.569883323239992,9201.03232421875,9128.08076171875,9070.137060546876,10240.124525221365,10099.143045312445,9993.134419537551,8161.940123216135,8157.018478125053,8147.139701556195,0.2258642648754833,0.2127637361987696,0.203524456759428,0.9405968512817025,0.879501084203697,0.8931789683676957,276.88595145089283,276.73311941964283,274.18994140625,279.04296875,197.8388671875,108.7138671875,252.779296875,72.048828125,69.9404296875,0.0213301372486987,0.0211216866934062,0.0223656766263909,1,0.0033235538055964,1,1,0,2,1,trend,0.9882024,UP,0.90038425,0.09961575,1.0,0.0,0.0,-0.0,0.0,1.0,1.0491720779334832
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389.0,0.035674025108068,0.0350524467462707,9332.936181640624,9686.07869460867,9250.97291046636,69.35904339351434,435.10578414230986,395.4398517485748,39.66593239373509,9332.936181640624,10432.906803982562,8232.96555929869,0.2357180207673023,0.8978743289619782,279.0917271205357,480.7177734375,352.3447265625,0.023283629190051,1.2248695161475247,0.0115414999798149,1,-0.0257063244716865,0.0254994069421916,0.0070616763196977,-0.0260425058699563,0.0251797202192501,0.00703685944746,9256.5681640625,9201.03232421875,9128.08076171875,9591.140943060249,9542.873600321202,9438.546286175057,9174.391837053668,9119.814277767962,9040.0655137394,70.65798114453034,82.41274516991116,82.24177451033995,416.7491060065786,423.0593225532393,398.48077243565785,385.523368650141,377.71693431103154,366.3813372504796,31.225737356437605,45.34238824220779,32.099435185178265,9256.5681640625,9201.03232421875,9128.08076171875,10311.839013805518,10240.124525221365,10099.143045312445,8201.297314319483,8161.940123216135,8157.018478125053,0.2280047704590948,0.2258642648754833,0.2127637361987696,0.7843076562801974,0.9405968512817025,0.879501084203697,276.9077845982143,276.88595145089283,276.73311941964283,381.2021484375,279.04296875,197.8388671875,258.9482421875,252.779296875,72.048828125,0.0226106618015308,0.0213301372486987,0.0211216866934062,1,-0.0271880144198169,-1,1,0,2,1,trend,0.99794,DOWN,0.122523904,0.8774761,0.0,0.0,0.0,-0.0,0.0,1.0,1.0612810974497748
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830.0,0.0115414999798149,0.011475404940052,9428.913134765626,9784.536539668874,9330.608597654038,72.23107129292164,453.92794201483593,407.137469801827,46.79047221300891,9428.913134765626,10523.492199820084,8334.334069711169,0.2321750236553992,0.9098112148206215,282.96742466517856,191.2236328125,123.6669921875,0.0212968388190466,1.9476949303889652,-0.0108148569872175,0,0.035674025108068,-0.0257063244716865,0.0254994069421916,0.0350524467462707,-0.0260425058699563,0.0251797202192501,9332.936181640624,9256.5681640625,9201.03232421875,9686.07869460867,9591.140943060249,9542.873600321202,9250.97291046636,9174.391837053668,9119.814277767962,69.35904339351434,70.65798114453034,82.41274516991116,435.10578414230986,416.7491060065786,423.0593225532393,395.4398517485748,385.523368650141,377.71693431103154,39.66593239373509,31.225737356437605,45.34238824220779,9332.936181640624,9256.5681640625,9201.03232421875,10432.906803982562,10311.839013805518,10240.124525221365,8232.96555929869,8201.297314319483,8161.940123216135,0.2357180207673023,0.2280047704590948,0.2258642648754833,0.8978743289619782,0.7843076562801974,0.9405968512817025,279.0917271205357,276.9077845982143,276.88595145089283,480.7177734375,381.2021484375,279.04296875,352.3447265625,258.9482421875,252.779296875,0.023283629190051,0.0226106618015308,0.0213301372486987,0,-0.063561142801449,-1,1,1,2,1,trend,0.99802893,DOWN,0.14874758,0.85125244,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0498034941576182
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373.0,-0.0108148569872175,-0.0108737626421834,9517.360400390626,9850.666284767893,9396.073137295403,66.10756394269109,454.59314747248754,416.6286053359591,37.964542136528394,9517.360400390626,10562.072434799236,8472.648365982015,0.2195381892579652,0.8335940716029189,284.34151785714283,341.4658203125,109.5810546875,0.0217968940061683,2.375844317051167,0.0095685033498174,1,0.0115414999798149,0.035674025108068,-0.0257063244716865,0.011475404940052,0.0350524467462707,-0.0260425058699563,9428.913134765626,9332.936181640624,9256.5681640625,9784.536539668874,9686.07869460867,9591.140943060249,9330.608597654038,9250.97291046636,9174.391837053668,72.23107129292164,69.35904339351434,70.65798114453034,453.92794201483593,435.10578414230986,416.7491060065786,407.137469801827,395.4398517485748,385.523368650141,46.79047221300891,39.66593239373509,31.225737356437605,9428.913134765626,9332.936181640624,9256.5681640625,10523.492199820084,10432.906803982562,10311.839013805518,8334.334069711169,8232.96555929869,8201.297314319483,0.2321750236553992,0.2357180207673023,0.2280047704590948,0.9098112148206215,0.8978743289619782,0.7843076562801974,282.96742466517856,279.0917271205357,276.9077845982143,191.2236328125,480.7177734375,381.2021484375,123.6669921875,352.3447265625,258.9482421875,0.0212968388190466,0.023283629190051,0.0226106618015308,1,-0.0071116876815145,-1,1,0,2,1,trend,0.9976163,DOWN,0.07414179,0.9258582,0.0,0.0,0.0,-0.0,0.0,1.0,1.0598485424081154
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162.0,0.0095685033498174,0.0095230151606993,9614.573828125,9921.65858110168,9463.928179787412,72.58427718799126,457.7304013142675,424.8489645316208,32.88143678264669,9614.573828125,10566.636254682851,8662.511401567146,0.19804568430747,0.8663322715793118,277.5938197544643,196.4619140625,100.5654296875,0.021336698360877,1.4074360758540403,-0.0409897830477971,0,-0.0108148569872175,0.0115414999798149,0.035674025108068,-0.0108737626421834,0.011475404940052,0.0350524467462707,9517.360400390626,9428.913134765626,9332.936181640624,9850.666284767893,9784.536539668874,9686.07869460867,9396.073137295403,9330.608597654038,9250.97291046636,66.10756394269109,72.23107129292164,69.35904339351434,454.59314747248754,453.92794201483593,435.10578414230986,416.6286053359591,407.137469801827,395.4398517485748,37.964542136528394,46.79047221300891,39.66593239373509,9517.360400390626,9428.913134765626,9332.936181640624,10562.072434799236,10523.492199820084,10432.906803982562,8472.648365982015,8334.334069711169,8232.96555929869,0.2195381892579652,0.2321750236553992,0.2357180207673023,0.8335940716029189,0.9098112148206215,0.8978743289619782,284.34151785714283,282.96742466517856,279.0917271205357,341.4658203125,191.2236328125,480.7177734375,109.5810546875,123.6669921875,352.3447265625,0.0217968940061683,0.0212968388190466,0.023283629190051,0,-0.0680846868855036,-1,1,0,2,1,trend,0.9967513,DOWN,0.13685794,0.8631421,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0164055805912828
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831.0,-0.0409897830477971,-0.0418535503992422,9679.203564453124,9916.69953857642,9495.44644829853,59.894460027095256,421.2530902778908,424.12978968087486,-2.876699402984059,9679.203564453124,10507.862502179018,8850.544626727231,0.1712246120681134,0.6268442483775596,301.9541015625,467.1279296875,424.431640625,0.0238551332640816,1.3947613853220169,0.0045512039326256,1,0.0095685033498174,-0.0108148569872175,0.0115414999798149,0.0095230151606993,-0.0108737626421834,0.011475404940052,9614.573828125,9517.360400390626,9428.913134765626,9921.65858110168,9850.666284767893,9784.536539668874,9463.928179787412,9396.073137295403,9330.608597654038,72.58427718799126,66.10756394269109,72.23107129292164,457.7304013142675,454.59314747248754,453.92794201483593,424.8489645316208,416.6286053359591,407.137469801827,32.88143678264669,37.964542136528394,46.79047221300891,9614.573828125,9517.360400390626,9428.913134765626,10566.636254682851,10562.072434799236,10523.492199820084,8662.511401567146,8472.648365982015,8334.334069711169,0.19804568430747,0.2195381892579652,0.2321750236553992,0.8663322715793118,0.8335940716029189,0.9098112148206215,277.5938197544643,284.34151785714283,282.96742466517856,196.4619140625,341.4658203125,191.2236328125,100.5654296875,109.5810546875,123.6669921875,0.021336698360877,0.0217968940061683,0.0212968388190466,1,-0.0288204021545917,-1,1,0,2,1,trend,0.97661656,DOWN,0.098579966,0.90142006,0.0,0.0,0.0,-0.0,0.0,1.0,1.0210314496668125
