Ticker,Date,Close,High,Low,Open,Volume,return_1d,logret_1d,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,BB_MA_20,BB_UP_20,BB_LO_20,BB_WIDTH_20,BB_%B,ATR_14,HL_spread,OC_spread,vol_20,vol_zscore_20,next_return_1d,target_up,return_1d_lag1,return_1d_lag2,return_1d_lag3,logret_1d_lag1,logret_1d_lag2,logret_1d_lag3,SMA_20_lag1,SMA_20_lag2,SMA_20_lag3,EMA_12_lag1,EMA_12_lag2,EMA_12_lag3,EMA_26_lag1,EMA_26_lag2,EMA_26_lag3,RSI_14_lag1,RSI_14_lag2,RSI_14_lag3,MACD_lag1,MACD_lag2,MACD_lag3,MACD_signal_lag1,MACD_signal_lag2,MACD_signal_lag3,MACD_hist_lag1,MACD_hist_lag2,MACD_hist_lag3,BB_MA_20_lag1,BB_MA_20_lag2,BB_MA_20_lag3,BB_UP_20_lag1,BB_UP_20_lag2,BB_UP_20_lag3,BB_LO_20_lag1,BB_LO_20_lag2,BB_LO_20_lag3,BB_WIDTH_20_lag1,BB_WIDTH_20_lag2,BB_WIDTH_20_lag3,BB_%B_lag1,BB_%B_lag2,BB_%B_lag3,ATR_14_lag1,ATR_14_lag2,ATR_14_lag3,HL_spread_lag1,HL_spread_lag2,HL_spread_lag3,OC_spread_lag1,OC_spread_lag2,OC_spread_lag3,vol_20_lag1,vol_20_lag2,vol_20_lag3,Target,future_logret_5,direction_5,regime_trend_meanrev,is_breakout_20,regime_label_enc,regime_label_int,regime_label_str,regime_conf,direction_label,direction_prob_up,direction_prob_down,prediction,position,strategy_return_gross,tc,strategy_return,cumulative_strategy_return,cumulative_market_return
AAPL,2020-02-25,69.7402572631836,73.23840922009403,69.26819314550896,72.8559159017165,230673600,-0.033872505556478,-0.0344594716528618,76.78962478637695,75.56410552640043,75.96453107854316,28.659749832397026,-0.4004255521427353,0.5117405469678847,-0.91216609911062,76.78962478637695,81.54192340787174,72.03732616488216,0.1237744977844423,-0.2416797727429054,2.0280618419372822,3.970216074585067,3.1156586385329064,0.022637072077241,1.9610392594517672,0.0158638091367515,1,-0.0474998766775626,-0.0226355193649976,-0.0102587404626502,-0.0486650425089141,-0.0228956354704246,-0.0103117240150877,77.0333869934082,77.26792335510254,77.3335807800293,76.62298702880348,77.42982900856107,77.72886319353383,76.46247298377193,76.80464233126276,76.8862024384669,43.07501511047436,53.78991395085286,47.79089873625847,0.1605140450315474,0.6251866772983163,0.8426607550669303,0.7397820717455397,0.8845990784240376,0.9494521787054678,-0.5792680267139922,-0.2594124011257213,-0.1067914236385375,77.0333869934082,77.26792335510254,77.3335807800293,80.62051178035573,80.04154535726379,80.02021688694985,73.44626220646067,74.49430135294129,74.64694467310873,0.0931316907370171,0.071792326795543,0.0694817459587843,-0.1757544190979937,0.2326992714334909,0.5384728900848894,1.9338900725951351,1.7164184193380396,1.8131327598614024,3.6191890101597295,2.4087625215715462,1.5590377132895412,0.2227154592651601,1.348422957509143,0.5640657047456585,0.0223378168670434,0.0197247446753926,0.019059936810537,1,0.0042952171549878,1,-1,0,0,-1,mean_reversion,0.98075324,UP,0.9946247,0.0053753257,0.0,0.0,0.0,-0.0,0.0,1.0,1.0158638091367516
AAPL,2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800,0.0158638091367515,0.0157392940460608,76.49563713073731,74.83833596750108,75.58542532409957,30.609615337673617,-0.7470893565984937,0.2599745662546091,-1.0070639228531029,76.49563713073731,81.94130273616693,71.04997152530768,0.1423784626075481,-0.0186724770200934,2.12288928922965,2.75494518832798,1.481568002325815,0.0218875292220794,1.1849389119869087,-0.0653682541234628,0,-0.033872505556478,-0.0474998766775626,-0.0226355193649976,-0.0344594716528618,-0.0486650425089141,-0.0228956354704246,76.78962478637695,77.0333869934082,77.26792335510254,75.56410552640043,76.62298702880348,77.42982900856107,75.96453107854316,76.46247298377193,76.80464233126276,28.659749832397026,43.07501511047436,53.78991395085286,-0.4004255521427353,0.1605140450315474,0.6251866772983163,0.5117405469678847,0.7397820717455397,0.8845990784240376,-0.91216609911062,-0.5792680267139922,-0.2594124011257213,76.78962478637695,77.0333869934082,77.26792335510254,81.54192340787174,80.62051178035573,80.04154535726379,72.03732616488216,73.44626220646067,74.49430135294129,0.1237744977844423,0.0931316907370171,0.071792326795543,-0.2416797727429054,-0.1757544190979937,0.2326992714334909,2.0280618419372822,1.9338900725951351,1.7164184193380396,3.970216074585067,3.6191890101597295,2.4087625215715462,3.1156586385329064,0.2227154592651601,1.348422957509143,0.022637072077241,0.0223378168670434,0.0197247446753926,0,0.0338966482279591,1,-1,0,0,-1,mean_reversion,0.97176605,UP,0.99096304,0.009036958,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.9494585655062715
AAPL,2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600,-0.0653682541234628,-0.067602681952075,75.88978996276856,73.5117434523687,74.89135564225076,20.96260667094633,-1.379612189882053,-0.0679427849727233,-1.3116694049093296,75.88978996276856,82.9359426297993,68.84363729573782,0.1856943515191588,-0.1864955814039084,2.3778023518648532,3.156809446919709,1.8350194690899997,0.0250448649077801,2.86579343220009,-0.0005850907178664,0,0.0158638091367515,-0.033872505556478,-0.0474998766775626,0.0157392940460608,-0.0344594716528618,-0.0486650425089141,76.49563713073731,76.78962478637695,77.0333869934082,74.83833596750108,75.56410552640043,76.62298702880348,75.58542532409957,75.96453107854316,76.46247298377193,30.609615337673617,28.659749832397026,43.07501511047436,-0.7470893565984937,-0.4004255521427353,0.1605140450315474,0.2599745662546091,0.5117405469678847,0.7397820717455397,-1.0070639228531029,-0.91216609911062,-0.5792680267139922,76.49563713073731,76.78962478637695,77.0333869934082,81.94130273616693,81.54192340787174,80.62051178035573,71.04997152530768,72.03732616488216,73.44626220646067,0.1423784626075481,0.1237744977844423,0.0931316907370171,-0.0186724770200934,-0.2416797727429054,-0.1757544190979937,2.12288928922965,2.0280618419372822,1.9338900725951351,2.75494518832798,3.970216074585067,3.6191890101597295,1.481568002325815,3.1156586385329064,0.2227154592651601,0.0218875292220794,0.022637072077241,0.0223378168670434,0,0.0685248276620746,1,-1,0,0,-1,mean_reversion,0.98608243,UP,0.9909958,0.009004176,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.948903046112595
AAPL,2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.27915696487147,426510000,-0.0005850907178664,-0.0005852619502348,75.28768196105958,72.38328177565212,74.24582874680337,22.03045443676744,-1.8625469711512463,-0.426863622208428,-1.435683348942819,75.28768196105958,83.46334692509063,67.11201699702852,0.2171846642392227,-0.0571986772594237,2.647555760176146,5.335586953163947,3.897585588839469,0.0250576192557076,3.0460857893074653,0.0931007187294139,1,-0.0653682541234628,0.0158638091367515,-0.033872505556478,-0.067602681952075,0.0157392940460608,-0.0344594716528618,75.88978996276856,76.49563713073731,76.78962478637695,73.5117434523687,74.83833596750108,75.56410552640043,74.89135564225076,75.58542532409957,75.96453107854316,20.96260667094633,30.609615337673617,28.659749832397026,-1.379612189882053,-0.7470893565984937,-0.4004255521427353,-0.0679427849727233,0.2599745662546091,0.5117405469678847,-1.3116694049093296,-1.0070639228531029,-0.91216609911062,75.88978996276856,76.49563713073731,76.78962478637695,82.9359426297993,81.94130273616693,81.54192340787174,68.84363729573782,71.04997152530768,72.03732616488216,0.1856943515191588,0.1423784626075481,0.1237744977844423,-0.1864955814039084,-0.0186724770200934,-0.2416797727429054,2.3778023518648532,2.12288928922965,2.0280618419372822,3.156809446919709,2.75494518832798,3.970216074585067,1.8350194690899997,1.481568002325815,3.1156586385329064,0.0250448649077801,0.0218875292220794,0.022637072077241,1,0.0557412232173367,1,-1,0,0,-1,mean_reversion,0.9933089,UP,0.96712476,0.03287524,0.0,0.0,0.0,-0.0,0.0,1.0,1.0372466017102078
AAPL,2020-03-02,72.33784484863281,72.97453333535833,67.23224297649529,68.3361564954498,341397200,0.0931007187294139,0.0890183538322238,75.16703491210937,72.37629147918761,74.10449660619814,39.40942531205473,-1.7282051270105256,-0.6871319231688476,-1.041073203841678,75.16703491210937,83.4466138607575,66.88745596346125,0.2202981388937103,0.3291465012276677,2.9999649868077505,5.742290358863045,4.001688353183013,0.0323563913481894,1.809089731252799,-0.0317592237318574,0,-0.0005850907178664,-0.0653682541234628,0.0158638091367515,-0.0005852619502348,-0.067602681952075,0.0157392940460608,75.28768196105958,75.88978996276856,76.49563713073731,72.38328177565212,73.5117434523687,74.83833596750108,74.24582874680337,74.89135564225076,75.58542532409957,22.03045443676744,20.96260667094633,30.609615337673617,-1.8625469711512463,-1.379612189882053,-0.7470893565984937,-0.426863622208428,-0.0679427849727233,0.2599745662546091,-1.435683348942819,-1.3116694049093296,-1.0070639228531029,75.28768196105958,75.88978996276856,76.49563713073731,83.46334692509063,82.9359426297993,81.94130273616693,67.11201699702852,68.84363729573782,71.04997152530768,0.2171846642392227,0.1856943515191588,0.1423784626075481,-0.0571986772594237,-0.1864955814039084,-0.0186724770200934,2.647555760176146,2.3778023518648532,2.12288928922965,5.335586953163947,3.156809446919709,2.75494518832798,3.897585588839469,1.8350194690899997,1.481568002325815,0.0250576192557076,0.0250448649077801,0.0218875292220794,0,-0.1156726293340002,-1,0,0,1,0,neutral,0.9683867,DOWN,0.09724747,0.9027525,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0043044548213846
AAPL,2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600,-0.0317592237318574,-0.032274486820987,74.94178352355956,72.0169314131287,73.80345619461345,36.820116845639454,-1.7865247814847436,-0.9070104948320268,-0.8795142866527167,74.94178352355956,83.53186406119427,66.35170298592486,0.2292467601851036,0.2147097485127614,3.22493262606828,4.405976191836331,3.4739419141911156,0.0330742118484545,1.4181760521489748,0.0463843286012655,1,0.0931007187294139,-0.0005850907178664,-0.0653682541234628,0.0890183538322238,-0.0005852619502348,-0.067602681952075,75.16703491210937,75.28768196105958,75.88978996276856,72.37629147918761,72.38328177565212,73.5117434523687,74.10449660619814,74.24582874680337,74.89135564225076,39.40942531205473,22.03045443676744,20.96260667094633,-1.7282051270105256,-1.8625469711512463,-1.379612189882053,-0.6871319231688476,-0.426863622208428,-0.0679427849727233,-1.041073203841678,-1.435683348942819,-1.3116694049093296,75.16703491210937,75.28768196105958,75.88978996276856,83.4466138607575,83.46334692509063,82.9359426297993,66.88745596346125,67.11201699702852,68.84363729573782,0.2202981388937103,0.2171846642392227,0.1856943515191588,0.3291465012276677,-0.0571986772594237,-0.1864955814039084,2.9999649868077505,2.647555760176146,2.3778023518648532,5.742290358863045,5.335586953163947,3.156809446919709,4.001688353183013,3.897585588839469,1.8350194690899997,0.0323563913481894,0.0250576192557076,0.0250448649077801,1,-0.0138517351819647,-1,-1,0,0,-1,mean_reversion,0.9805909,DOWN,0.038630515,0.9613695,-1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0508884426695346
AAPL,2020-03-04,73.28923034667969,73.44900824845124,70.96278371664042,71.76408906559983,219178400,0.0463843286012655,0.0453407251190321,74.75592041015625,72.21266971059809,73.7653653910628,39.870728582749265,-1.5526956804647083,-1.0361475319585634,-0.5165481485061452,74.75592041015625,83.31871697420615,66.19312384610635,0.2290867804735522,0.4143568311762583,3.3368090552774485,2.4862245318108194,1.525141281079854,0.0339553411064362,0.3907876355500273,-0.0324367702994097,0,-0.0317592237318574,0.0931007187294139,-0.0005850907178664,-0.032274486820987,0.0890183538322238,-0.0005852619502348,74.94178352355956,75.16703491210937,75.28768196105958,72.0169314131287,72.37629147918761,72.38328177565212,73.80345619461345,74.10449660619814,74.24582874680337,36.820116845639454,39.40942531205473,22.03045443676744,-1.7865247814847436,-1.7282051270105256,-1.8625469711512463,-0.9070104948320268,-0.6871319231688476,-0.426863622208428,-0.8795142866527167,-1.041073203841678,-1.435683348942819,74.94178352355956,75.16703491210937,75.28768196105958,83.53186406119427,83.4466138607575,83.46334692509063,66.35170298592486,66.88745596346125,67.11201699702852,0.2292467601851036,0.2202981388937103,0.2171846642392227,0.2147097485127614,0.3291465012276677,-0.0571986772594237,3.22493262606828,2.9999649868077505,2.647555760176146,4.405976191836331,5.742290358863045,5.335586953163947,3.4739419141911156,4.001688353183013,3.897585588839469,0.0330742118484545,0.0323563913481894,0.0250576192557076,0,-0.0945406475080066,-1,0,0,1,0,neutral,0.94760257,DOWN,0.035133198,0.9648668,0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0168010156443585
AAPL,2020-03-05,70.9119644165039,72.51699133415363,70.54641152199336,71.54138326049582,187572800,-0.0324367702994097,-0.0329745025179593,74.41979637145997,72.01256120381437,73.55400235591028,37.541870195941094,-1.5414411520959137,-1.1372062559860334,-0.40423489610988,74.41979637145997,83.03444190737446,65.80515083554548,0.2315148913580798,0.2964030011257053,3.4661514568770797,1.970579812160267,0.629418843991914,0.0345290723251453,0.0465792901632313,-0.0132799000018613,0,0.0463843286012655,-0.0317592237318574,0.0931007187294139,0.0453407251190321,-0.032274486820987,0.0890183538322238,74.75592041015625,74.94178352355956,75.16703491210937,72.21266971059809,72.0169314131287,72.37629147918761,73.7653653910628,73.80345619461345,74.10449660619814,39.870728582749265,36.820116845639454,39.40942531205473,-1.5526956804647083,-1.7865247814847436,-1.7282051270105256,-1.0361475319585634,-0.9070104948320268,-0.6871319231688476,-0.5165481485061452,-0.8795142866527167,-1.041073203841678,74.75592041015625,74.94178352355956,75.16703491210937,83.31871697420615,83.53186406119427,83.4466138607575,66.19312384610635,66.35170298592486,66.88745596346125,0.2290867804735522,0.2292467601851036,0.2202981388937103,0.4143568311762583,0.2147097485127614,0.3291465012276677,3.3368090552774485,3.22493262606828,2.9999649868077505,2.4862245318108194,4.405976191836331,5.742290358863045,1.525141281079854,3.4739419141911156,4.001688353183013,0.0339553411064362,0.0330742118484545,0.0323563913481894,0,-0.1655438012042646,-1,-1,0,0,-1,mean_reversion,0.99115247,DOWN,0.027492298,0.9725077,-1.0,-0.0,0.0,-0.0,0.0,1.0,1.0032979998348104
AAPL,2020-03-06,69.97026062011719,70.40359752261656,68.08198888011519,68.26839282499563,226176800,-0.0132799000018613,-0.0133688663949726,73.99118309020996,71.6983611140148,73.28854000511079,36.39804960666813,-1.590178891095988,-1.2278007830080244,-0.3623781080879635,73.99118309020996,82.59515816925519,65.38720801116473,0.2325675768302088,0.2663334427893898,3.614168870198171,2.321608642501374,1.701867795121558,0.0343843652184347,0.3748253838481729,-0.0790923311404403,0,-0.0324367702994097,0.0463843286012655,-0.0317592237318574,-0.0329745025179593,0.0453407251190321,-0.032274486820987,74.41979637145997,74.75592041015625,74.94178352355956,72.01256120381437,72.21266971059809,72.0169314131287,73.55400235591028,73.7653653910628,73.80345619461345,37.541870195941094,39.870728582749265,36.820116845639454,-1.5414411520959137,-1.5526956804647083,-1.7865247814847436,-1.1372062559860334,-1.0361475319585634,-0.9070104948320268,-0.40423489610988,-0.5165481485061452,-0.8795142866527167,74.41979637145997,74.75592041015625,74.94178352355956,83.03444190737446,83.31871697420615,83.53186406119427,65.80515083554548,66.19312384610635,66.35170298592486,0.2315148913580798,0.2290867804735522,0.2292467601851036,0.2964030011257053,0.4143568311762583,0.2147097485127614,3.4661514568770797,3.3368090552774485,3.22493262606828,1.970579812160267,2.4862245318108194,4.405976191836331,0.629418843991914,1.525141281079854,3.4739419141911156,0.0345290723251453,0.0339553411064362,0.0330742118484545,0,-0.0390174963001961,-1,-1,0,0,-1,mean_reversion,0.9937675,DOWN,0.028437298,0.9715627,-1.0,-0.0,0.0,-0.0,0.0,1.0,0.923944822199334
AAPL,2020-03-09,64.43614959716797,67.32181576257562,63.66873234822989,63.850297174318,286744800,-0.0790923311404403,-0.0823954987191133,73.33924446105956,70.58109780373067,72.63280738230021,32.26580843202419,-2.051709578569543,-1.3925825421203282,-0.659127036449215,73.33924446105956,82.7681651058415,63.910323816277625,0.2571316547933173,0.0278836677441622,3.885481251930756,3.653083414345737,0.5858524228499675,0.0381391971276167,0.8918948722384175,0.0720218097214286,1,-0.0132799000018613,-0.0324367702994097,0.0463843286012655,-0.0133688663949726,-0.0329745025179593,0.0453407251190321,73.99118309020996,74.41979637145997,74.75592041015625,71.6983611140148,72.01256120381437,72.21266971059809,73.28854000511079,73.55400235591028,73.7653653910628,36.39804960666813,37.541870195941094,39.870728582749265,-1.590178891095988,-1.5414411520959137,-1.5526956804647083,-1.2278007830080244,-1.1372062559860334,-1.0361475319585634,-0.3623781080879635,-0.40423489610988,-0.5165481485061452,73.99118309020996,74.41979637145997,74.75592041015625,82.59515816925519,83.03444190737446,83.31871697420615,65.38720801116473,65.80515083554548,66.19312384610635,0.2325675768302088,0.2315148913580798,0.2290867804735522,0.2663334427893898,0.2964030011257053,0.4143568311762583,3.614168870198171,3.4661514568770797,3.3368090552774485,2.321608642501374,1.970579812160267,2.4862245318108194,1.701867795121558,0.629418843991914,1.525141281079854,0.0343843652184347,0.0345290723251453,0.0339553411064362,1,-0.0943299688389017,-1,-1,0,0,-1,mean_reversion,0.9949215,DOWN,0.07166449,0.9283355,-1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.9904890003768737
