Date,AAPL_strategy_return,AAPL_next_return_1d,TSLA_strategy_return,TSLA_next_return_1d,MSFT_strategy_return,MSFT_next_return_1d,BTC-USD_strategy_return,BTC-USD_next_return_1d,portfolio_strategy_return,portfolio_market_return,portfolio_cum_strat,portfolio_cum_mkt
2020-03-07,,,,,,,0.0263757747414568,-0.0899934928379019,0.0065939436853642,-0.022498373209475474,1.0052711616190075,0.8566854723284605
2020-03-08,,,,,,,0.0072153572117936,-0.022751484424786,0.0018038393029484,-0.0056878711061965,1.0070845092504566,0.8518127557833052
2020-03-09,-0.0,0.0720218097214286,-0.0,0.0613980238236631,-0.0,0.0683842881993963,0.0005696480676992,-0.0017561412564156,0.0001424120169248,0.05001199512201811,1.0072279301866327,0.8944136111704126
2020-03-10,0.0,-0.0347307366699229,0.0,-0.0172004526705585,0.0,-0.0453018868673555,-7.18645081231429e-05,0.0002150116000085,-1.7966127030785725e-05,-0.024254516151957096,1.00720983420169,0.8727200417917496
2020-03-11,0.0,-0.0987545655688399,0.0,-0.116172423011135,0.0,-0.0948384011643016,0.0417528601281751,-0.3716953856011707,0.010438215032043775,-0.17036519383636178,1.0177233070334764,0.7240389227070204
2020-03-12,-0.0,0.1198082200076671,0.0,-0.0248505535904755,0.0,0.1421688620523562,-0.0001129204142943,0.1192806724128683,-2.8230103573575e-05,0.08910180022060402,1.0176945765991097,0.7885520941500027
2020-03-13,0.0,-0.1286468852513288,0.0,-0.1857780645558401,0.0,-0.1473903466985483,0.006805980805961,-0.0653055271012118,0.00170149520149025,-0.13178020590173226,1.0194261790377757,0.6846365368186732
2020-03-14,,,,,,,-0.0001058381932745,0.0369106179609119,-2.6459548318625e-05,0.009227654490227975,1.0193992054815342,0.6909541262318221
2020-03-15,,,,,,,-0.0,-0.0700691567616348,0.0,-0.0175172891904087,1.0193992054815342,0.678850482985313
2020-03-16,-0.0,0.043969968409371,0.0,-0.033410463808802,0.0,0.0823369048613067,0.0,0.0421079383874141,0.0,0.033751086962322444,1.0193992054815342,0.701762424670965
2020-03-17,0.0,-0.0244799034728065,-0.0,-0.1603440409986845,-0.0,-0.0420964796072805,0.0,0.0024512036855608,0.0,-0.05611730509830267,1.0193992054815342,0.6623814085791797
2020-03-18,0.0,-0.0076621700031512,0.0,0.1838768421567878,0.0,0.0164533373737814,0.0,0.1818775573663802,0.0,0.09363639172344955,1.0193992054815342,0.72440441362323
2020-03-19,-0.0,-0.0634854002228773,-0.0,-0.0002571736151377,-0.0,-0.037558695428597,0.0,0.0012251999536576,0.0,-0.025019017328238604,1.0193992054815342,0.7062805270461379
2020-03-20,-0.0,-0.0212443457544921,0.0,0.0158117470642444,-0.0,-0.0099748468976987,-0.0,-0.0022120349130034,0.0,-0.004404870125237451,1.0193992054815342,0.7031694530525153
2020-03-21,,,,,,,-0.0,-0.057365838963178,0.0,-0.0143414597407945,1.0193992054815342,0.6930849766506062
2020-03-22,,,,,,,0.0,0.1005204867323117,0.0,0.025130121683077926,1.0193992054815342,0.7105022864505491
2020-03-23,0.0,0.1003256090007786,0.0,0.1628174932356298,0.0,0.0908962249248239,-0.0045275362838469,0.0496373342704787,-0.001131884070961725,0.10091916535792775,1.0182453637588986,0.7822055841840378
2020-03-24,-0.0,-0.0055089622839914,0.0,0.0678217645089267,-0.0,-0.0095728278326133,-8.941103138769396e-05,-0.0079795529257925,-2.235275784692349e-05,0.011190105366632376,1.0182226031668538,0.7909585470894255
2020-03-25,-0.0077139555069623,0.0526233503377304,0.0019634346863429,-0.020565621439638,0.0,0.0625511313076983,-0.0005653532018398,0.0052951815404678,-0.0015789685056148,0.024976010436564625,1.0166148617447481,0.8107135360164209
2020-03-26,-0.0001438544115274,-0.0414023636125513,-0.0001003512560232,-0.026128393930185,-0.0,-0.0410611630906626,0.0032936063763675,-0.0367221435856948,0.000762350177204225,-0.03632851605477343,1.0173898782647477,0.7812615163074262
2020-03-27,0.0,0.0285379249248629,-0.0,-0.0237771485955257,0.0,0.0703409214566295,-8.96930382520213e-05,-0.0351795342346012,-2.2423259563005325e-05,0.009980540887841376,1.0173670650674305,0.7890589288150294
2020-03-28,,,,,,,-0.0,-0.051288198783903,0.0,-0.01282204969597575,1.0173670650674305,0.7789415760167097
2020-03-29,,,,,,,0.0,0.0857472380400818,0.0,0.02143680951002045,1.0173670650674305,0.7956395982012149
2020-03-30,-0.0,-0.0020407370697044,0.0,0.0435544623934431,-0.0,-0.0157275842976331,0.0,0.0013690436954885,0.0,0.006788796180398524,1.0173670650674305,0.8010410332664571
2020-03-31,-0.0,-0.0526170264923692,-0.0,-0.0809923905527714,-0.0,-0.0355078762818781,0.0,0.0261129240978394,0.0,-0.03575109230729483,1.0173670650674305,0.7724029413442173
2020-04-01,0.0,0.0166867100360441,-0.0,-0.0562546645498724,0.0,0.0207087641381409,0.0,0.0282812878999854,0.0,0.0023555243810744995,1.0173670650674305,0.7742223553045672
2020-04-02,-0.0,-0.0143714186693467,0.0,0.0561973469358718,-0.0,-0.0092103511760764,-0.0,-0.0088667403657051,0.0,0.005937209181185899,1.0173670650674305,0.7788190753807609
2020-04-03,0.0,0.0872372471850155,0.0,0.0754775752334993,0.0,0.0743676587981569,0.0,0.0199216430890349,0.0,0.06425103107642666,1.0173670650674305,0.828859003995964
2020-04-04,,,,,,,-0.0,-0.0111245205726451,0.0,-0.002781130143161275,1.0173670650674305,0.8265538392355202
2020-04-05,,,,,,,0.011829009187784,0.0707764242948763,0.002957252296946,0.017694106073719074,1.0203756761574385,0.8411789705425932
2020-04-06,-0.0,-0.0115821576381598,0.0,0.056582237006908,-0.0,-0.0107701394253413,-0.0001695273053516,-0.0131146270686772,-4.23818263379e-05,0.005278828218682426,1.0203324307727322,0.8456194098292557
2020-04-07,0.0,0.0255943031447136,0.0,0.0062149944977303,0.0,0.0100308873376568,0.0,0.0219725436588782,0.0,0.015953182159744728,1.0203324307727322,0.8591097303120776
2020-04-08,0.0,0.0072164972875654,0.0,0.0440201574824166,0.0,6.064084314560958e-05,-0.0,-0.0043644459866604,0.0,0.0117332124066168,1.0203324307727322,0.8691898472584204
2020-04-09,0.0,0.0196272699113284,0.0,0.1360383930298492,0.0,0.0022405771342952,-0.0,-0.0597905846056608,0.0,0.024528913867452998,1.0203324307727322,0.8905101301562868
2020-04-10,,,,,,,-0.0,-0.0009336774645052,0.0,-0.0002334193661263,1.0203324307727322,0.8903022678461766
2020-04-11,,,,,,,0.0,0.0163299946851382,0.0,0.00408249867128455,1.0203324307727322,0.8939369256717004
2020-04-12,,,,,,,-0.0,-0.0180824184922163,0.0,-0.004520604623054075,1.0203324307727322,0.8898957902727902
2020-04-13,0.0,0.0505032797115989,0.0,0.0905445731500638,0.0,0.0494832709195405,-0.0,-0.0003812781513637,0.0,0.047537461407459874,1.0203324307727322,0.932199177059544
2020-04-14,-0.0,-0.009127377279127,0.0,0.0280888782705652,-0.0,-0.0104776734906962,-0.0,-0.029275847531044,0.0,-0.0051980050075755,1.0203324307727322,0.9273536010691308
2020-04-15,0.0,0.0079458829450103,0.0028274893698574,0.0210734016250004,0.0,0.0300210449203914,0.0,0.0714674020316485,0.00070687234246435,0.032626932880512646,1.021053675548165,0.957610304767715
2020-04-16,-0.0,-0.0135685932225189,-0.0001408575099865,0.0116477235862064,0.0,0.0088114811403561,-0.0,-0.0028973157514314,-3.5214377496625e-05,0.00099832393815305,1.02101771977859,0.9585663100583867
2020-04-17,-0.0,-0.0207566581355815,-0.0,-0.0099882483605731,-0.0,-0.0198209101181187,0.0,0.0227559566905246,0.0,-0.006952464980937175,1.02101771977859,0.9519019113557996
2020-04-18,,,,,,,-0.0032961539448298,-0.0094025053523019,-0.00082403848620745,-0.002350626338075475,1.0201763618823925,0.9496643456517023
2020-04-19,,,,,,,-0.0003168615475982,-0.0427664683819047,-7.921538689955e-05,-0.010691617095476174,1.02009554821718,0.9395108980987684
2020-04-20,-0.0,-0.0309103048650656,-0.0120600846562519,-0.0799077799617377,-0.0,-0.041357021332537,-0.0,-0.0002376146132206,-0.003015021164062975,-0.038103180193140226,1.017019938549939,0.9037125450550921
2020-04-21,0.0,0.0288031918891293,0.0111417972731483,0.0660968284941085,0.0090338956508834,0.0339645887044379,0.0,0.034429236680519,0.005043923231007925,0.04082346144204868,1.0221497090443894,0.9406052192928444
2020-04-22,-0.0,-0.0038751903351954,-0.0060895739742081,-0.0361694627790739,-0.0002740484867529,-0.0121022709544669,0.0,0.0439100713286961,-0.00159090561524025,-0.0020592131850100254,1.0205235653326545,0.9386683126233873
2020-04-23,0.0,0.0288694394694113,-0.0001683479366059,0.0276632453162877,0.0,0.0182594296893261,0.0,0.0163096582850927,-4.2086984151475e-05,0.022775443190029453,1.0204806145735341,0.9600468994518222
2020-04-24,0.0,0.0007069946923052,0.0,0.1014962224555282,-0.0,-0.0028646588892948,0.0,0.0025209119488212,0.0,0.02546486755183995,1.0204806145735341,0.9844943665899174
2020-04-25,,,,,,,0.0,0.0145220714987825,0.0,0.003630517874695625,1.0204806145735341,0.9880685909853593
2020-04-26,,,,,,,0.0,0.0150697771059273,0.0,0.003767444276481825,1.0204806145735341,0.9917910843432386
2020-04-27,-0.0,-0.016209323800174,-0.0,-0.0370954773235768,-0.0086265184707481,-0.0243607824857383,0.0,0.0014697416430327,-0.002156629617687025,-0.0190489604916141,1.0182798158558695,0.9728984951616492
2020-04-28,0.0,0.0328452054430341,0.0,0.0408128769246769,-0.0003401519048396,0.0448736734670076,0.0,0.1273180520232342,-8.50379762099e-05,0.0614624519644882,1.0181932234011137,1.0326952221868448
2020-04-29,0.0,0.0210959779151822,-0.0,-0.0232726749233698,0.0,0.0100321988081075,-0.0044810892402787,-0.0161894964672024,-0.001120272310069675,-0.0020834986668206252,1.0170525697266368,1.0305436030681865
2020-04-30,-0.0057997858875562,-0.016099551021529,-0.0,-0.1030337133662409,-0.0090656108465451,-0.0258913877440551,0.0062168370548733,0.0238160895582955,-0.002162139919807,-0.030302140643382373,1.0148535597650885,0.9993159258688763
2020-05-01,0.0048791792230097,0.0141490653272291,0.0133722567632269,0.085367587936316,-0.0003371194872064,0.0244599338136402,0.0036470695621896,0.0139687916998485,0.0053903465153049505,0.03448634469425845,1.020323972114513,1.0337786793468524
2020-05-02,,,,,,,-0.0026717368158429,-0.0101381709442399,-0.000667934203960725,-0.002534542736059975,1.0196424628344167,1.03115852310442
2020-05-03,,,,,,,0.0004496030312633,0.0017067266322232,0.000112400757815825,0.0004266816580558,1.0197570714199407,1.0315984995327765
2020-05-04,0.0066574533534673,0.0150090478703452,0.0014853718112594,0.0092224477644073,0.0038977179273459,0.0107357429629932,0.0027699959522954,0.0101446788592149,0.003702634761092,0.011277979364240149,1.0235328594004496,1.0432328461226883
2020-05-05,0.0047314481747982,0.0103170939966357,0.0030455164524058,0.0187058259455572,-0.000400351359127,0.0098475618941578,-0.0002740829468618,0.0295111997382837,0.0017756325803038,0.0170954203936586,1.0253502776926124,1.0610673501956287
2020-05-06,0.0048387578597612,0.0103448731332065,-0.0005277690464888,-0.003245695176505,0.0,0.0058071566245454,0.0,0.0736621413577107,0.0010777472033181,0.0216421189847394,1.026455346086817,1.0840310960393846
2020-05-07,0.0109634016159667,0.0238016580375393,0.0081805971451959,0.0504845627484422,0.0,0.0058821001692406,-0.0,-0.0109382842894089,0.00478599969029065,0.017307509166453298,1.0313679610552857,1.102792974170807
2020-05-08,-0.0004609382258619,0.0157352093754541,-0.0001620500390484,-0.0099216488475673,0.0,0.0111543162927734,-0.0,-0.0252746086126547,-0.000155747066227575,-0.0020766829479986247,1.0312073285211503,1.1005028228061737
2020-05-09,,,,,,,-0.0206613688417237,-0.0872915214038874,-0.005165342210430925,-0.02182288035097185,1.0258807897794342,1.0764866813781677
2020-05-10,,,,,,,-0.0040886897178382,-0.0176595660443747,-0.00102217242945955,-0.004414891511093675,1.0248321627202095,1.0717341094667459
2020-05-11,-0.0,-0.0114280161100525,-0.0,-0.0023172703112921,-0.0,-0.0226517125686434,0.0054814641357897,0.0235627121380335,0.001370366033947425,-0.003208571712988625,1.0262365579064983,1.0682953737192658
2020-05-12,-0.0,-0.0120740523034663,-0.0,-0.0227943726134135,-0.0,-0.0151224937129254,0.0121796345626727,0.052871935167043,0.003044908640668175,0.000720254134309449,1.0293613544690372,1.0690648178788507
2020-05-13,0.0,0.0061432958256482,0.0,0.0156391928020402,0.0,0.0043393181728927,0.0112930599571421,0.0500253516814965,0.002823264989285525,0.019036789620519398,1.0322675143424331,1.0894163799075094
2020-05-14,-0.0,-0.005912051619496,-0.0,-0.0051784256506188,0.0,0.01456833270626,-0.0002258380164568,-0.0416618049505931,-5.64595041142e-05,-0.009545987378611976,1.0322092330304602,1.079016824894859
2020-05-15,0.0,0.0235611730874083,0.0,0.0180937855045799,0.0,0.0095543353448412,0.0009192015378556,0.0052332090392097,0.0002298003844639,0.014110625744009776,1.0324464351090576,1.09424242748244
2020-05-16,,,,,,,-0.0002171405969659,0.0313240010322781,-5.4285149241475e-05,0.007831000258069525,1.032390388600244,1.1028114402144455
2020-05-17,,,,,,,0.0,0.0057736989915111,0.0,0.001443424747877775,1.032390388600244,1.104403265539494
2020-05-18,-0.0041196120320637,-0.0057786803736523,-0.0,-0.0069073433378705,-0.0,-0.0069220428075973,0.0,0.0002532125209073,-0.001029903008015925,-0.004838713499553201,1.0313271266335777,1.0990593745495774
2020-05-19,0.0121920795624424,0.0194484327864969,0.0,0.009343957133908,0.0,0.0138705703916901,-0.0,-0.0211795491810066,0.0030480198906106,0.0053708527827721,1.0344706322292831,1.1049622606498086
2020-05-20,-0.000627931327102,-0.0074554750394094,0.0,0.014762844784909,-0.0,-0.0120111441429942,-0.0,-0.0463320997836955,-0.0001569828317755,-0.012758968545297525,1.0343082381000472,1.090864081922437
2020-05-21,0.0035736002009812,0.0064382810340173,-0.0,-0.012953077701596,0.0,0.0004361225467022,0.0,0.011100867079496,0.0008934000502453,0.001255548239654875,1.035232289131935,1.0922337144001972
2020-05-22,-0.0043903165033569,-0.0067736959112605,0.0,0.0024360442933191,-0.0,-0.0105716434071013,0.0,0.0029087652089092,-0.001097579125839225,-0.003000132454033375,1.034096039780989,1.0889568685862356
2020-05-23,,,,,,,-0.0,-0.0454887485140997,0.0,-0.011372187128524926,1.034096039780989,1.0765730473017805
2020-05-24,,,,,,,0.0,0.0132606967164989,0.0,0.003315174179124725,1.034096039780989,1.0801420744701369
2020-05-25,,,,,,,-0.0,-0.0080703226648916,0.0,-0.0020175806662229,1.034096039780989,1.077962800703912
2020-05-26,0.0029586126184316,0.0043573239858429,0.0,0.0016608447192643,0.0,0.0013220337109824,0.0,0.039158209254817,0.0007396531546079,0.01162460291772665,1.0348609121789807,1.0904936902221756
2020-05-27,0.0002624172330981,0.0004401653717605,-0.0,-0.0175803816204168,-0.0,-0.002255142024279,0.0,0.0375484956328668,6.5604308274525e-05,0.004538284339982875,1.0349288035132844,1.095442660659361
2020-05-28,-0.0008027133166138,-0.0009740608282865,0.0,0.0362244028088376,0.0,0.010198293319239,-0.0,-0.0090939762479766,-0.00020067832915345,0.009088664762953374,1.0347211157302025,1.1053987717691316
2020-05-29,0.0104180353986731,0.0122976084512644,0.0,0.07556883131087,-0.0,-0.0022920879467183,0.0,0.0276815982514597,0.002604508849668275,0.02831398751671895,1.0374160560330605,1.136697018793999
2020-05-30,,,,,,,-0.0,-0.0246747682323483,0.0,-0.006168692058087075,1.0374160560330605,1.1296850849217133
2020-05-31,,,,,,,0.0,0.074643862939822,0.0,0.0186609657349555,1.0374160560330605,1.1507660995827276
2020-06-01,0.0039939778683051,0.0046295048489344,-0.0077360858143846,-0.0184166287841019,0.0,0.0113768355179084,-0.0,-0.0626977482025989,-0.000935526986519875,-0.016277009154964498,1.0364455253163927,1.1320350692445966
2020-06-02,0.0048523812474824,0.0055052711542395,0.0006312892083139,0.0015880436011632,0.0,0.002433521932575,0.0,0.0133175946063126,0.001370917613949075,0.005711107823572575,1.0378664067429477,1.138500243585118
2020-06-03,-0.0074434908424246,-0.0086123366734559,-0.0081713601232502,-0.021042854169221,-0.0,-0.0131636254469722,0.0,0.0149035053823747,-0.0039037127414187,-0.006978827726818602,1.0338148744270548,1.1305548465181965
2020-06-04,0.0220379128864701,0.0284809290323888,-0.0003878432759935,0.0246188055382796,0.0,0.0233980918874174,-0.0,-0.0137851773820498,0.005412517402619149,0.015678162269008998,1.0394104154259778,1.1482798688559233
2020-06-05,0.0048666924655083,0.0059126486327818,0.0,0.0725560681818036,0.0,0.0061965522378244,-0.0,-0.0012263695520872,0.001216673116377075,0.020859724875080653,1.0406750381353087,1.1722326709998514
2020-06-06,,,,,,,0.0,0.0108945868277234,0.0,0.00272364670693085,1.0406750381353087,1.175425418653977
2020-06-07,,,,,,,0.0,0.001294898011771,0.0,0.00032372450294275,1.0406750381353087,1.1758059326633772
2020-06-08,0.0235179249073257,0.0315777786135003,-0.0037649439209904,-0.009737634144336,0.0,0.0076450804907297,0.0,0.0024777121338637,0.004938245246583825,0.007990734273439425,1.0458141466956188,1.1852014854284236
2020-06-09,0.018839752198357,0.0257274632403463,0.0262824705691281,0.0897020572526978,0.0,0.0370916569679384,0.0,0.0075946108768825,0.011280555691871275,0.04002894708446625,1.0576115114207656,1.232643852973069
2020-06-10,-0.0007328495055087,-0.0480104327516427,-0.0002936328243486,-0.0509341048991272,-0.0,-0.0536983778749866,-0.0,-0.0555530105589435,-0.00025662058246432503,-0.052048981521175,1.0573401065386838,1.1684859958474838
2020-06-11,0.0,0.008633590185503,-0.0104341527459025,-0.0386086331107897,0.0,0.0078917724211196,0.0,0.0170635306422792,-0.002608538186475625,-0.0012549349654719759,1.0545819944946855,1.1670196219146305
2020-06-12,0.0,0.0123672013863378,-0.000263431275619,0.0594687627923617,0.0,0.0063915711071194,-0.0,-0.0005871213994007,-6.585781890475e-05,0.01941010347160455,1.0545125420246717,1.1896715935293862
2020-06-13,,,,,,,-0.0,-0.0093389622912587,0.0,-0.002334740572814675,1.0545125420246717,1.1868940189916481
2020-06-14,,,,,,,0.0,0.0068089384691394,0.0,0.00170223461728485,1.0545125420246717,1.188914391077824
2020-06-15,0.0139900024469095,0.0265024752602267,-0.0024744490827248,-0.0088504906557814,0.0,0.0245056020764422,0.0,0.0092397648612212,0.0028788883410461753,0.012849337885527175,1.0575483658873936,1.2041911538057488
2020-06-16,-0.0007728016559891,-0.0013918933105564,-0.0002512005918479,0.0098357221169047,0.0,0.0034609754347671,-0.0,-0.0060567606814705,-0.00025600056195925,0.001462010889911225,1.0572776329114273,1.2059516943861477
2020-06-17,0.0002149918296647,0.0003980720902923,0.0,0.012270733625858,0.0,0.0107085406357234,-0.0,-0.0072164792345439,5.3747957416175e-05,0.00404021677933245,1.057334459424618,1.2108240006568711
2020-06-18,-0.0032171385312963,-0.0057145696192136,-0.0,-0.0030478518902198,-0.0,-0.0059597188424919,-0.0,-0.0131560093279274,-0.000804284632824075,-0.006969537419963175,1.0564840615671474,1.2023851174753035
2020-06-19,0.0141778382152235,0.0261638487854407,-0.0,-0.0065740925163715,0.0,0.0277737607167118,0.0,0.004771982890003,0.003544459553805875,0.013033874968945999,1.0602287265926127,1.218056854760998
2020-06-20,,,,,,,-0.0,-0.0030764990320015,0.0,-0.000769124758000375,1.0602287265926127,1.2171200170773493
2020-06-21,,,,,,,-0.0207294870140109,0.0370917475191607,-0.005182371753502725,0.009272936879790175,1.054734227187667,1.2284062941708367
2020-06-22,0.011554415276813,0.0213449049622436,0.0,0.0075025599927995,0.0,0.0066806091850377,-0.0005441988977687,-0.0019753474772544,0.002752554094761075,0.0083881816657066,1.057637440203597,1.238710389325639
2020-06-23,-0.0005413791255723,-0.017651884046985,-0.0101539117770349,-0.0408572981876094,-0.0106666630257571,-0.0201574491362621,-0.0,-0.0328202564302787,-0.0053404884820910745,-0.027871721950283798,1.0519891396359615,1.204185397777427
2020-06-24,0.0063398274881509,0.013275161301079,-0.0002425840227795,0.0261540119830372,-0.0005041563827973,0.0126365761152982,0.0022246376819557,-0.0052393081907075,0.0019544311911324497,0.011706610302176724,1.0540451800231985,1.2182823269607792
2020-06-25,-0.0005164761042768,-0.0307257461135589,-0.0,-0.0266131592310482,-0.0101869170178656,-0.0200160296770024,-0.0005247643204691,-0.010998117562784,-0.0028070393606528746,-0.022088263146098377,1.051086433714967,1.1913725863366285
2020-06-26,0.0,0.0230468049040641,0.0,0.0516911080118898,-0.0004847212901023,0.0107474554818327,-0.0,-0.0128264101185697,-0.000121180322525575,0.018164739569804224,1.0509590627219272,1.2130135590980373
2020-06-27,,,,,,,0.0,0.0108554080548621,0.0,0.002713852013715525,1.0509590627219272,1.2163054983880597
2020-06-28,,,,,,,-0.0031898054267046,0.0051700155120757,-0.00079745135667615,0.001292503878018925,1.0501209739915485,1.217877577961582
2020-06-29,0.0034145404114313,0.008347589723167,0.0,0.0698073149894527,0.0,0.0255490606604189,0.002994658905302,-0.0057515139827242,0.001602299829183325,0.024488112847578597,1.051803582648797,1.247701101525241
2020-06-30,-0.0008774334108772,-0.0018914914247046,0.0,0.0368768072658178,0.0022913637959891,0.0058474548350242,-0.0068954349134572,0.0098853248878816,-0.0013703761320863251,0.01267952389100475,1.0503622161234922,1.2635213574508632
2020-07-01,-5.063699270105526e-06,0.0,0.0179773205321018,0.0795173412803385,0.0036736794795439,0.0076209866249163,-0.0006813654481696,-0.0113688060229814,0.005241142716051499,0.018942380470568346,1.0558673144017436,1.2874554597363865
2020-07-02,0.0125744950434945,0.0267502304752107,0.0262087128606667,0.1347939370342961,0.0104468402333824,0.0215260259128318,-0.0,-0.0039575602427306,0.0123075120343859,0.044778158294902,1.0688624140804577,1.3451053441100984
2020-07-03,,,,,,,0.0,0.0049722746977318,0.0,0.00124306867443295,1.0688624140804577,1.346777402427174
2020-07-04,,,,,,,-0.0,-0.0064107280113023,0.0,-0.001602682002825575,1.0688624140804577,1.3446189465224918
2020-07-05,,,,,,,0.0,0.0332305643833104,0.0,0.0083076410958276,1.0688624140804577,1.3557895581408506
2020-07-06,-0.0014537534918058,-0.0031028222340203,0.0026613254745228,0.0133276885225916,-0.0004854022795233,-0.0116278102947756,-0.0,-0.0131403764351096,0.00018054242579842498,-0.003635830110328475,1.0690553890935404,1.350860137642093
2020-07-07,0.0111333410054199,0.0232898354729751,-0.0034339822196148,-0.0172535003098448,0.0098307898028073,0.0219929442337505,0.0,0.0190283599941398,0.0043825371471531,0.011764409847755149,1.073740564048607,1.3667522099483096
2020-07-08,-0.0004784955539575,0.0043007560710217,0.0043808556763186,0.0207924564914558,-0.0004682901880433,0.0070007601355521,-0.0,-0.0159482311719796,0.0008585174835794502,0.004036435381512499,1.0746623890956712,1.3722690169263054
2020-07-09,0.0,0.0017490422282833,0.0220876959439204,0.1078477650541864,-0.0,-0.0030330029962188,0.0,9.052022711308894e-05,0.0055219239859801,0.026663581128341,1.0805965931188493,1.4088586231890288
2020-07-10,-0.0034869699954746,-0.0046131809100896,-0.0002048639490381,-0.0308095851054701,-0.0,-0.0308887538111731,-0.0,-0.0041450301683976,-0.0009229584861281749,-0.0176141374987826,1.079599247323149,1.3840427936838318
2020-07-11,,,,,,,0.0,0.0039125502067984,0.0,0.0009781375516996,1.079599247323149,1.385396577913493
2020-07-12,,,,,,,0.0017589448791576,-0.0035450592559155,0.0004397362197894,-0.000886264813978875,1.0800739862150543,1.3841687496730815
